track_id,track_name,artist_id,artist_name
6sX68MHBh0nqvHCr1uDTC1,Riot Van,7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys
1xdZeRTNLrVXRmGOWqdXmr,Hopeless Wanderer,3gd8FJtBJtkRxdfbTu19U2,Mumford & Sons
6Fn1nJXDFywPRM4J6KsTr2,"Berceuse In D Flat, Op.57",7y97mc3bZRFXzT2szRM4L4,Frédéric Chopin
6ihmNEB3aErjlj85A8lGZf,"Purcell: Dido and Aeneas, Z. 626: Overture",3tMLo1k3iUo82coMLWXzxq,Henry Purcell
1GZZIJyYnH9XT5yFz7BI44,A Village Romeo and Juliet / Scene 5: The Walk to the Paradise Garden,65YhYi4Fz5Ibgq7ueev2Rm,Frederick Delius
6uUiEQPBSdKQF8XUrsRhJk,Whispers,7hz41KzAPU4K0qUXDCc2ki,The National Lutheran Choir
2rv5QO7eIK3gbKiPSxihda,Pacific 231,0QDRLNPr0wXKeR5ThXZAUp,Arthur Honegger
1VVctyBSkwixu6hV2W2yA5,Love Death Birth,0SbSDzM4X41hnlURed0fcV,Carter Burwell
1ipJdiNMjgvfAilddGT9sI,Fantasien op. 116: Intermezzo: Adagio,5wTAi7QkpP6kp8a54lmTOq,Johannes Brahms
6tEO7bieJDK8CAI0zplfu0,"Piano Concerto No. 2, Sz. 95: I. Allegro",5zyNXVd952fWOjkdGHCvPd,Béla Bartók
5TWhLgjy8cgb6CRPnnlnn2,Whiskey Bent And Hell Bound,2dyeCWctcFRt3Pha76ONgb,"Hank Williams, Jr."
6C9viSGTdkWcyPQaSwdU1H,4 Lane Gone,0OpWIlokQeE7BNQMhuu2Nx,Colt Ford
2HmMklpgK8vGCpJmPpz1yG,How Forever Feels,3grHWM9bx2E9vwJCdlRv9O,Kenny Chesney
7dUdMZqfGSIt0ZkmTOgRLA,I Was Wrong,4YLtscXsxbVgi031ovDDdh,Chris Stapleton
6ojicjDYUUoeE1tdSvfFo4,Must've Never Met You,718COspgdWOnwOFpJHRZHS,Luke Combs
2RK1UcrkifLJGBvMtfNhjy,Life's a Party,7tje8UB3cuR1ZfeJx2U38T,Logan Mize
2KZXnN63ae6G6Cai2NhPkG,The Shake,69Etpls5a2aATUkB6NInTY,Neal McCoy
4ivJ1KEoJ6S93JbSWvOME1,There Was This Girl,2QMsj4XJ7ne2hojxt6v5eb,Riley Green
1qxINnTuff87Pj1lvKbGxy,Ready Set Roll,6pBNfggcZZDCmb0p92OnGn,Chase Rice
2flWhcGYxQHhb1EeeU2dOL,Bar at the End of the World,3grHWM9bx2E9vwJCdlRv9O,Kenny Chesney
2rtaCqqM8hotwXKThsbKWb,Tried To Tell Ya,5q8HGNo0BjLWaTAhRtbwxa,Brantley Gilbert
6aNwDe5YH5YUPlpHkku52w,Sunshine & Whiskey,0dvKgSdNB2U1gfp6ZcekYi,Frankie Ballard
