track_id,track_name,artist_id,artist_name
6YiDCwTFM5JgfKp8M9lMYU,Denial,5C71fcRr8zNiQPbmX6u6ei,Airbase featuring Floria Ambra
5fQFAI9LrsytKKxJl5BM8P,Trespass - Antillas & Dankann Radio Edit,0Fn4agIyGMwQsKHrx1i8Dn,Andy Moor
3GcH8qkC35CQc4xt6Dhz1r,Help I'm Alive,1rCIEwPp5OnXW0ornlSsRl,Metric
4EwNG7uCvLEm5a6KgerCHf,Maps,3TNt4aUIxgfy9aoaft5Jj2,Yeah Yeah Yeahs
7FEmuFlNSByGd9N2pUS2Yk,Cold,3r6Sk3pYxdJk7MekhBGgMR,Blood Red Shoes
5xot7Gzh7ldBPQZaFZftaE,Insane Asylum - Single Version,04qIJRFjTmvW5I1DMyGE1R,Koko Taylor
3Z2U8Ear9EuK26PWF1xYb2,Crazy For My Baby,5v8WPpMk60cqZbuZLdXjKY,Willie Dixon
1TCPTTMCbLlGWjiXSSrQWP,Gypsy Woman,4y6J8jwRAwO4dssiSmN91R,Muddy Waters
6s8p6XGuMzigh8GFfwkFq6,Still A Fool,4y6J8jwRAwO4dssiSmN91R,Muddy Waters
1YDtm9A1E81KiTWKiOSpiY,Decoration Day,0Wxy5Qka8BN9crcFkiAxSR,Howlin' Wolf
6qkjWY4bRwSs4IMjvBPrYO,Coffee for Mama,6EZzVXM2uDRPmnHWq9yPDE,Lightnin' Hopkins
4YXlJiIXYad3yWAYqC5zOa,Sweet Little Angel - Live At The Regal Theater/1964,5xLSa7l4IV1gsQfhAMvl0U,B.B. King
4C6KfxHdNt7x4LaqVa5pkD,That's All Right,7dSnChJjb0jdfulJsIijoC,"Arthur ""Big Boy"" Crudup"
0UopkfGuwDf3hx3tr8rPxC,Dakota,21UJ7PRWb3Etgsu99f8yo8,Stereophonics
5JkTN6THtYH6bpOoHjOysc,Foundations,5vBKu1igxFo6g1sHADkIdg,Kate Nash
3ou9rSNUQnE7XYmJkUUIOc,Green Eyes,4gzpq5DPGxSnKTe4SA8HAU,Coldplay
42GCfFvZKOWtwHnMxCAoIs,"Please, Please, Please, Let Me Get What I Want - 2008 Remaster",3yY2gUcIsjMr8hjo51PoJ8,The Smiths
1nmeX39rjGxyaoSkPxSHwr,"The Well-Tempered Clavier, Book 2, BWV 870-893: Prelude No. 2 in C Minor, BWV 871",5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach
7cgi6lRggiLAAzsuJOBBeW,"Innsbruck, ich muß dich lassen",1G6jUCigH2z7oGk7jm6OhS,Heinrich Isaac
1JFAQD37vxGz7509895bWl,Never Land,6eKWqnckwdIlSnjaYgIyxv,Eli Young Band
516tNdpLmwWM8RAq8wYayP,Dirt Road Dollars,65LKZHuxZZFad85JuNxyuJ,Dirt Rock Empire
4Sp3o2wUIIaphf4s4TcV81,Corpus Christi Bay,1jjpkAHC8bd9fRFfgKyYLP,Robert Earl Keen
7E2DqvnVtbIrFrL5X6YH9Q,Beer For My Horses,2bA6fzP0lMAQ4kz6CF61w8,Toby Keith
6qQrGkO4grQ7wKCxhtX1io,"Turn the Beat Around - 7"" Single Edit",25pwh5JrKHzLv2FTPSvoqa,Vicki Sue Robinson
26SQUgwVVsFHxiQRMHv71I,I Love America,7c5wlQVkajxJG0X13D0Fpc,Patrick Juvet
3SVgkoPZVHRGrXqFpwwIxV,"The Muzzle/Wrong Side of the Tracks - From ""Lady and the Tramp""/Score",497FibW7265st1H0UfpGb2,Oliver Wallace
2mFG5xZ9Uz9v4ks0QnwK5i,"Circle of Life - From ""The Lion King""/ Soundtrack",6O3ZB5Cz5CNT3wQWouKcNJ,Carmen Twillie
4mJwX0JtdISXclb3NcRHsP,...To Die For,0YC192cP3KPCRWx8zr8MfZ,Hans Zimmer
